perturbation,pre-adipo_signature_mean,pre-adipo_signature_std,pre-adipo_signature_median,pre-adipo_n_genes,adipo_signature_mean,adipo_signature_std,adipo_signature_median,adipo_n_genes,lipo_signature_mean,lipo_signature_std,lipo_signature_median,lipo_n_genes,thermo_signature_mean,thermo_signature_std,thermo_signature_median,thermo_n_genes,is_signature_gene,is_pre-adipo_gene,is_adipo_gene,is_lipo_gene,is_thermo_gene,gene_mean_expr,gene_std_expr,gene_cv_expr,gene_max_expr,pre-adipo_max_corr,pre-adipo_mean_corr,adipo_max_corr,adipo_mean_corr,lipo_max_corr,lipo_mean_corr,thermo_max_corr,thermo_mean_corr,euclidean,cosine,cell_count,pre_adipo,adipo,other,lipo,lipo_adipo,total_shift,cluster
AATF,2.297744482559141,0.8532962674793297,2.472284140983105,32,1.9701853684773216,0.70004971051251,2.1839041566489064,42,1.3741037934355125,0.935252081638437,1.3738407054262078,81,1.4066951224895217,0.9449176602041086,1.4515754589672498,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5170887307051277,0.0008002441619613,300.0,-0.0052393296977611,0.0105077061170648,-0.0052683764193036,0.009888115522961,0.0262398694175033,0.0571433971745941,6.0
ABT1,2.2441956901111295,0.8415734187361807,2.458051962637252,32,2.0045896271207906,0.6949759326221738,2.1031899838977317,42,1.4219858784959167,0.9441006496637243,1.4642353922445728,81,1.4086370550989902,0.9421569365446625,1.3481431829222408,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.550813311726608,0.0015850223654253,300.0,-0.0209699486246728,0.0740440918373859,-0.0530741432127129,0.0480957623332694,0.0843884714003483,0.2805724174083896,5.0
AFF1,2.3263474819465064,0.8514674513730431,2.5167906198992993,32,1.9490882840705688,0.6934614895930427,2.1216381860528353,42,1.351183939360304,0.9364721343224989,1.2629013210484634,81,1.3906000047240332,0.9478945274133016,1.4021856613228174,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4020997967366817,0.0007266914197309,300.0,0.0520222011337812,-0.0039299419790391,-0.0480922591547419,0.0079387575023515,0.0355103861348286,0.1474935459047424,1.0
ANKRA2,2.2336996901336623,0.8444017400603799,2.4151283114657165,32,2.010100957205693,0.700369652785513,2.1633887508569902,42,1.4066092488819657,0.9561216881424431,1.4510082968075486,81,1.4148547780201621,0.9525382332223971,1.4116676234162344,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3056117836372345,0.0013598270144172,300.0,-0.0787848268590716,0.055558415603422,0.0232264112556496,0.0298445120614713,0.0471175289919714,0.2345316947715861,5.0
BCL6,2.2728085593172436,0.8825731996968291,2.465437604995021,32,1.9831760525292144,0.6942076607612289,2.1351127121635516,42,1.3940265226501543,0.9464527726625772,1.4129540414100816,81,1.4252266567923964,0.9476040526646589,1.553527413124287,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.196240231021516,0.0012898143896393,300.0,-0.0019522429418908,-0.0018279395451417,0.0037801824870326,-0.0012575031459502,-0.002975754590118,0.0117936227101334,6.0
BDP1,2.275663045678589,0.8622063679711164,2.438834626827137,32,1.9395863394129658,0.6890191980847122,2.0881795333109086,42,1.3544598739949816,0.9313693930291617,1.29858967836383,81,1.3867186820193218,0.9334998136601436,1.511962713629594,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024450433979163,0.0011257410479507,300.0,-0.0135950243134406,0.0053896489067167,0.0082053754067238,0.0172336672681771,0.0599737466085518,0.1043974625036103,6.0
BRCA1,2.2614842315123695,0.868141765974452,2.446359949072999,32,2.0202474181581036,0.6854659708861013,2.230142742501532,42,1.4157974791948953,0.9576784782754358,1.4394838858160095,81,1.4263982860341233,0.961069500996979,1.4845834770002686,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.699987851566581,0.0017104294670512,300.0,-0.0349901400345701,0.0617746007076006,-0.0267844606730304,0.026212008831869,0.0295371196352464,0.1792983298823166,5.0
BTAF1,2.35020913822493,0.8464475953354932,2.482988745212473,32,1.911741910799764,0.6991803469496306,2.0474498631304643,42,1.3370360789082096,0.927516816655912,1.3274258836231707,81,1.3745375551566357,0.9374429581824472,1.437566055142231,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857369637868303,0.0010159790947806,300.0,0.0563834464370555,-0.0291580686564413,-0.0272253777806141,-0.0174906574198169,-0.0419027412782988,0.1721602915722267,1.0
BTG2,2.2773608802268943,0.8608137288864343,2.5046431161970957,32,1.9980723751875602,0.6941033896151867,2.114269964888999,42,1.395138958457871,0.9534096089242375,1.377527153278589,81,1.429527700290864,0.9555625022781601,1.462918198026384,81,0,0,0,0,0,0.5755706180453406,0.12844761370070618,0.22316568923306496,1.1587855479868483,0.3685558034850576,-0.44243693651571625,0.7139724755259187,0.44797994780582395,0.7883620745250287,0.3981256171429267,0.7826482310301686,0.1783888176630403,2.915431347191741,0.0010626065755302,300.0,-0.0043161420403107,0.0181670342242172,-0.0138508921839063,0.0096012493017193,0.0169247429223197,0.0628600606724735,6.0
CBFB,2.3278226389598773,0.8486352197430239,2.4976771696284827,32,1.9406171628942626,0.7241196671973837,2.087796748989069,42,1.357804145580906,0.9379478122555488,1.3263180234322969,81,1.3933363506051055,0.9448179846957019,1.4385100001322615,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9452638239693023,0.0010883135700048,300.0,0.0502106069308826,-0.0160565317453806,-0.0341540751855021,-0.0223407456032384,-0.0744493724164793,0.1972113318814831,6.0
CEBPA,2.4052620158379208,0.8900088852261153,2.653389592833997,32,1.807554381056622,0.7183098194640608,1.8746369849371294,42,1.227447094262485,0.9053806910962586,1.2494449601186777,81,1.3143181479781207,0.9538501238430679,1.232710551766093,81,1,0,0,0,1,1.8723062643034833,0.14811629919802907,0.07910901224550403,2.329825358938428,0.25506571564922426,-0.44372775083514987,0.7724910035985606,0.4971363221224567,0.7998349047477783,0.40371261592714364,0.7644426100527532,0.1890871233957947,6.0940332773720005,0.0046760451832379,300.0,0.095408347043877,-0.1706887236051752,0.0752803765612983,-0.0551292847477098,-0.1009007636909554,0.4974074956490159,2.0
CEBPB,2.3870762074129988,0.8440375830107704,2.541765304533308,32,1.808980910816636,0.7079679148581698,1.8918267486685034,42,1.2558119571127495,0.910982961997134,1.2548823585229587,81,1.336314122185799,0.9390031146353689,1.3616183729239435,81,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9636527728463165,0.0031164069393715,294.0,0.1233398586315629,-0.1214987086161288,-0.001841150015434,-0.0393475483243269,-0.0466324710080286,0.3326597365954812,2.0
CHAF1A,2.3181098286043973,0.8672354000710008,2.4901483117329404,32,1.9278175798903523,0.7092157183002027,2.015860747978827,42,1.3432849075469442,0.9357725648138803,1.3135175264939936,81,1.3921825839198922,0.9473022193142633,1.3209154862980783,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4946627819511917,0.0007860784168581,300.0,0.0177166021347195,-0.0258984541258434,0.0081818519911239,-0.005211591783437,0.0078706345820335,0.0648791346171577,1.0
CIC,2.2993732836531855,0.8443926824804029,2.4563038219544953,32,1.983247195550275,0.7132763523614979,2.0862521699149266,42,1.3784762757277096,0.9424015280170612,1.4286206036645408,81,1.4106649867078394,0.9494387269433708,1.3892923442134548,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5145466691281517,0.0007796532318035,300.0,-0.0141833324630566,0.0066514150697091,0.0075319173933476,0.0067447522322593,0.0186901096371326,0.0538015267955055,6.0
CNOT8,2.41333858032732,0.8639151561311239,2.5958869175487136,32,1.886506482120127,0.6903443098900562,1.9726907127436375,42,1.2970336798225488,0.9233064507142692,1.2530182272794252,81,1.3620672842304415,0.9449946024901466,1.295502638613986,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226132938867776,0.0022157728137573,295.0,0.1081202114506567,-0.0846717744526329,-0.0234484369980236,-0.0428411491544894,-0.1147697259099893,0.3738512979657921,2.0
CREG1,2.3684567673211046,0.8411304338313735,2.506845955597763,32,1.8972148253961232,0.6947834641553232,2.0384010813587947,42,1.3276949187733982,0.924315123301157,1.2509141608565768,81,1.36833251180112,0.9420634758961387,1.3971850516705366,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1263776019752427,0.0012350002113056,300.0,0.0615882207070204,-0.0490660455139876,-0.0125221751930327,-0.0090741843661975,0.0204029272220599,0.1526535530022982,1.0
DDX5,2.310170158892201,0.8390676995594051,2.432241253107985,32,1.9923433201109364,0.6995805163149312,2.085225958462129,42,1.3808726663985134,0.9451906869360129,1.360221979261612,81,1.420701440044174,0.9496479401898883,1.4756602969269157,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7558800644432964,0.0009502013132416,300.0,0.001543940264216,0.0176468696151637,-0.0191908098793796,0.005240206777714,0.0016233429454597,0.0452451694819331,6.0
DEDD2,2.316226341040835,0.8314039540887194,2.454227813470828,32,1.9479070226353337,0.6959913636736168,2.0786216460822624,42,1.3822585841826556,0.9296318065024561,1.334998737271618,81,1.3996521697998616,0.9400398443495339,1.4459024143271444,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.553292056987147,0.0008107544930259,300.0,0.0140875740267338,0.0629046664678102,-0.0769922404945441,0.0273220379651245,0.0319389575633999,0.2132454765176127,6.0
DEK,2.2312180848382774,0.8508736855370852,2.3893887556401663,32,2.0200070320802905,0.6697533261897023,2.145961677106611,42,1.4404449239696637,0.9494279771101767,1.4345168734513538,81,1.4272546541727167,0.9494917414563756,1.4629473461606175,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1564860712030764,0.0021642560898824,300.0,-0.0073347607864048,0.0729148734356029,-0.0655801126491981,0.0408329479429479,0.0636276445989079,0.2502903394130619,5.0
EBF2,2.304863390679715,0.8748051211156136,2.526130463211334,32,1.9930490357673447,0.6973418379481718,2.163965178318392,42,1.3758417691661766,0.9416602187353004,1.3542579741481813,81,1.4159692951474896,0.9464804888434865,1.424399893958414,81,1,0,0,0,1,2.4167953563274214,0.06835018430630284,0.02828132887814718,2.619831608818532,0.47417162167391114,0.2634466374740426,0.3539938863164412,-0.2500528206536126,0.28796868349434424,-0.22845949195356313,0.4205221137351512,-0.09627795829236914,2.556786558171248,0.0007992385356363,300.0,0.0206407144577643,0.0139522459592497,-0.034592960417014,-0.005443664190028,-0.0340087086317908,0.1086382936558471,6.0
EDF1,2.2523757599134733,0.8387886538714633,2.4060109861314825,32,1.9978984595650529,0.6852202107303524,2.194346731226935,42,1.4100794072403715,0.9430625078491588,1.4300208276515398,81,1.410911308650569,0.9539951339825601,1.3853766723897771,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8420000650982793,0.0018069638146964,300.0,-0.0536265342524799,0.0956981877170969,-0.0420716534646168,0.0583354616107544,0.0915516085939615,0.3412834456389097,5.0
EEF1A1,2.3372047177944224,0.8604361705896003,2.515061529594695,32,1.9068776128777951,0.7055532523393591,2.0154518132179002,42,1.316399812201423,0.9306827476191846,1.266579044719615,81,1.3737389247729956,0.9410248661819103,1.3493613955329464,81,0,0,0,0,0,3.7659607706915352,0.012142983640097643,0.0032244052392360455,3.795313348104457,0.3903406379383731,0.10290097670609177,0.06341334433968347,-0.20724198799742774,0.257084263068966,-0.17568155083011397,0.25153809443964353,-0.1207363847345132,2.948772534348365,0.0010944225436431,300.0,0.0212990423050323,0.0103040124723065,-0.0316030547773388,0.0014687782062853,-0.0049658043413619,0.0696406921023249,1.0
EP300,2.3206181222729194,0.8541549661435306,2.4479091340245427,32,1.9095777362069353,0.7032615317484707,2.046061530254928,42,1.3506137474089945,0.922299718278975,1.3693386906095049,81,1.380059603615444,0.9421756686964794,1.4515824945071027,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.192089300859461,0.0012857085679126,273.0,0.0474633541836299,-0.0121318849635908,-0.0353314692200389,0.0069632837007908,0.0418003648128669,0.1436903568809176,1.0
EP400,2.170702628475677,0.8727177013256815,2.3842674388762513,32,2.0539955380630563,0.7172129940023733,2.3187128766594776,42,1.5004223125489058,0.9775354956642408,1.6030696559338826,81,1.432901301411374,0.9722416671629587,1.428047672945931,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.968397803028774,0.0060973439097369,300.0,-0.0845116152913396,0.1743913140596081,-0.0898796987682685,0.1369846512221584,0.207467207448563,0.6932344867899376,4.0
ETV1,2.353310826894589,0.8565886035252513,2.5271287248125613,32,1.8816050279637089,0.7169400404158611,1.9730786483065756,42,1.295327172965008,0.9304860846931955,1.262936940559677,81,1.3546572357338464,0.9450805548120729,1.394034530684901,81,0,0,0,0,0,0.6028440317469492,0.07331714556349785,0.12161876321288968,0.927384567051964,0.32250325676181146,0.13874027002102385,0.11370935496769033,-0.1055910968945755,0.24344455766080664,-0.09793149091839605,0.2851569049799435,-0.04162694024779333,3.60189688690299,0.0016309992326537,300.0,0.133543940264216,-0.0963809692126752,-0.0371629710515408,-0.0351612584237512,-0.0557233800989376,0.3579725190511208,1.0
EWSR1,2.3709345196771006,0.8288781663210616,2.511127292318731,32,1.8754705426361515,0.691696232296243,2.0154898051009926,42,1.2962626075952175,0.9152317632191768,1.177372728767854,81,1.3540234013572776,0.9376044672101261,1.3624997664056115,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.086532944413755,0.0021109664836206,300.0,0.0653057268647123,-0.0788930807570447,0.0135873538923325,-0.0178506120808468,0.0200341956586381,0.1956709692535745,2.0
FAM136A,2.0814221098570305,0.8489410519860433,2.179481328135884,32,2.1496914760347914,0.6588469599434387,2.3956642961396573,42,1.5424313102577725,0.9812118481319246,1.59100181396454,81,1.459462620097656,0.9688125965569284,1.3357330675355286,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.606647419628487,0.0093905865567754,294.0,-0.1215581005521105,0.239045509070946,-0.1174874085188353,0.1205163972539044,0.1119291728275879,0.7105365882233843,4.0
FASN,2.315130846192132,0.886503255384211,2.494107458275006,32,1.9123992717672795,0.7102093725467171,2.050053857443741,42,1.3137512003042404,0.9214201761796137,1.256985268970677,81,1.3656808241147895,0.934086617079945,1.4734465113915205,81,1,0,0,1,0,2.186056207725117,0.11129384610024878,0.05091078889091045,2.5516929454023995,0.2867046729695219,-0.47066697514542577,0.7258515948459326,0.4664129739809146,0.7551366550154132,0.3972156523436652,0.7484232113606171,0.17779119424283066,3.576601624858623,0.0015756124993354,300.0,-0.0043507965778892,-0.0070268145953625,0.0113776111732519,-0.0278545300643913,-0.1035652441172722,0.1541749965281673,1.0
FLI1,2.2528986281980368,0.8489444798951284,2.4487929271977524,32,2.04891761149581,0.6926966987851273,2.231965780365858,42,1.4238590808760867,0.9642503422338076,1.4691167981746989,81,1.4265053612385363,0.9551417471112117,1.4004027434906725,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8654124385333217,0.0018884146332951,300.0,-0.047128328643347,0.0659762813798696,-0.0188479527365225,0.0406844644807952,0.0703588709833133,0.2429958982238478,5.0
FOS,2.252611725462589,0.8553133780842086,2.4409609150436333,32,2.0312568406605434,0.6880248749976324,2.2121528069604093,42,1.4262469550240984,0.9500084150358159,1.4854966416963022,81,1.4343129595497124,0.9583601982054074,1.3986241683016198,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2454364264538813,0.0013281554070369,300.0,-0.0302423912361767,0.0692339866615109,-0.038991595425334,0.0250912672647524,0.019232913607356,0.1827921541951302,5.0
FOXP1,2.298704431076565,0.8338308777322158,2.441632942670183,32,1.989731156187377,0.6817985622530626,2.1748965143153924,42,1.404297904784677,0.9488275461066463,1.4123581732203971,81,1.4319535911368153,0.9494144452619948,1.5411390749114626,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9400671207709133,0.0010845812636539,300.0,0.0154167924978929,0.0379795156632736,-0.0533963081611665,0.0065006878773702,-0.0129115407754704,0.1262048449751737,6.0
FOXP2,2.3382028656573635,0.8356770518137744,2.5151164141267115,32,1.9497219090791622,0.6985631084057958,2.0126365231765773,42,1.36249083914073,0.9361247451448024,1.3767308584167623,81,1.4005412865058249,0.9486296679967764,1.3789749363892176,81,0,0,0,0,0,0.6163233254682547,0.1328881276582713,0.21561430850560043,1.0202914783198456,0.1871315989733139,0.05195441984496524,0.11784318530652256,-0.06628500673463333,0.30057654357611796,-0.04680246674509063,0.4029936412531762,-0.012355339895379543,2.2389919076529248,0.0006186558564664,300.0,0.0158190725393482,-0.006230379062085,-0.0095886934772632,0.0054370321745392,0.0283675289919714,0.0654427062452072,6.0
GRB14,2.313614423969696,0.877719947735364,2.433913422098822,32,1.959488179389652,0.7086344560989432,2.0730854107085217,42,1.3493790398095864,0.9538722989459703,1.340699118548023,81,1.3806702768522008,0.9495767698275694,1.4128594350120252,81,0,0,0,0,0,1.4278114461179978,0.1028095712670044,0.07200500566046553,1.6791087451192348,0.22908900955746736,-0.12360035824379925,0.35336188105403005,0.17663042309957738,0.3940230359469116,0.15625893006363806,0.37122570326708026,0.08058356809184877,3.384354384709753,0.0014286954684331,300.0,-0.0351187343864826,0.0039239155233473,0.0311948188631353,-0.0160675776534238,-0.0655256007790209,0.1518306472054099,6.0
HAND2,2.2396548314005136,0.8516691047893332,2.4371109968578146,32,2.0491506427380473,0.6668103836333592,2.1793691867061185,42,1.4418089682079065,0.9526960974786776,1.4634353475638238,81,1.4397990364873399,0.9565072345590753,1.4718658891974583,81,0,0,0,0,0,1.6888726052707537,0.07753552694874055,0.045909636228435,1.8523994349878656,0.5537333453715289,0.32883298293585794,0.40336768518399096,-0.3357079595197252,0.3033689749906489,-0.3027368236280495,0.4636403503114883,-0.13500189422972833,3.713798762275964,0.00172143100839,300.0,-0.0167961957902058,0.0519706791389731,-0.0351744833487673,0.0382034720838364,0.0778180784425209,0.2199629088043037,5.0
HAX1,2.3595805416829108,0.8334972893673169,2.5176901308087807,32,1.9131269269376556,0.6971319873871664,2.0183994792737385,42,1.3324645326601414,0.9225255720051639,1.2791458315547115,81,1.3800625113292173,0.9441634248049259,1.4590503362258365,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0265192960924385,0.001153562003565,300.0,0.0608644306319918,-0.0351363177753792,-0.0257281128566125,-0.0121664482135295,-0.0117899513229892,0.1456852608005022,1.0
HDAC2,2.3231071895539244,0.8265370016471606,2.515767305183835,32,1.986911441509266,0.6866270694713184,2.0392428266150207,42,1.3795604152057577,0.9336183888548313,1.3472862657702196,81,1.406088990555605,0.9515372279772554,1.34526963788327,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8277155002096555,0.0009815066829041,300.0,0.0132119900567471,0.0246045459637114,-0.0378165360204584,0.0130277586449338,0.0224851760507949,0.1111460067366458,6.0
HIF1A,2.3208504911197245,0.8854850884429243,2.5572913000074644,32,1.9474918574940445,0.7150849141845514,2.0751962391247947,42,1.3374539536344165,0.949103139487015,1.23782184351072,81,1.3945155273255472,0.9585844323862238,1.3881761676732824,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.087478345855817,0.0011805014729966,300.0,-0.0614836840451762,-0.0199840696113556,0.0814677536565319,-0.0091863125593026,-0.0158185175196564,0.1879403373920229,1.0
HIF3A,2.3151104118972574,0.8549186560067036,2.484526057741685,32,1.9362618821561492,0.6952220476662225,2.0887069434119407,42,1.3452876703227854,0.9338514490458685,1.2518096931623808,81,1.3935797123772955,0.946316698013786,1.3921912687286773,81,0,0,0,0,0,0.37217882826194715,0.08064948315071954,0.21669551571667375,0.7275992319108141,0.053198075608466296,-0.13615944751131806,0.4212186093304614,0.18389126684195753,0.371315989733139,0.13211812274973495,0.4298022726393314,0.08192727901150339,2.3494666273282774,0.0006906999887021,300.0,0.0652899720102477,-0.0337436065753125,-0.0315463654349352,-0.004880428142921,0.019147670835943,0.1546080429993595,1.0
